Country,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,X
Venezuela,19924.69,19505.65,19131.48,19841.48,19613,19553.04,20408.66,21011.39,20844.96,20383.46,18937.71,18373.37,17418.43,16232.02,15961.54,15520.84,16055.56,16156.24,16612.52,14765.24,15096.49,16196.62,16804.38,16492.3,15768.54,16055.16,15703.79,16617.06,16356.41,15101.65,15382.74,15631.01,14003.97,12700.23,14774.83,16036.11,17339.39,18494.87,19104.88,18216.49,17682.59,18157.87,18916.9,18915.87,17990.59,16715.95,13744.03,11630.68,9671.93,6753.72,5501.86,5731.5,6344.1,6335.7,6453.28,6537.88,6666.65,6798.92,6933.82,7071.4,7211.7,7354.94,7501.01,7649.99, 
Europe,14073.93,14657.63,15238.62,16094.7,16375.9,16204.2,16846.13,17280.83,17770.97,18371.64,18620.31,18593.13,18704.25,19039.21,19501.55,19979.72,20460.39,20990.59,21796.7,22339.21,22774.55,22910.5,23013.61,22940.55,23534.01,24221.77,24660.89,25330.31,26073.16,26780.22,27726.79,28270.46,28541.04,28806.88,29453.61,29992.33,30897.37,31719.4,31761.39,30329.46,30909.55,31389.19,31244.12,31301.93,31788.55,32450.01,33021.81,33809.41,34448.27,34915.91,32627.83,34465.79,35698.7,35920.72,36330.79,36947.79,37561.91,38147.53,38714.47,39285.93,39842.19,40365.63,40896.23,41434.08,
European Union 27,13034.46,13618.96,14176.24,14995.74,15399.64,15296.47,15982.98,16404.11,16855.71,17433.44,17750.35,17734.1,17821.03,18074.43,18511.37,18899.13,19342.81,19774.97,20511.63,21001.13,21489.78,21726.14,21845.45,21660.92,22179.78,22868.19,23257.44,23836.22,24515.93,25192.1,26105.59,26588.76,26795.04,26947.03,27549.44,27981.69,28862.67,29656.87,29725.66,28348.76,28922.29,29410.7,29147.24,29082.14,29491.06,30134.47,30694.07,31502.02,32155.27,32625.79,30716.96,32392.55,33575.6,33829.86,34272.49,34917.12,35541.93,36131.31,36696.46,37267.63,37819.66,38346.04,38880.13,39422.05,
Euro Zone,15544.19,16012.77,16680.96,17687.99,18154.2,17953.31,18778.83,19280.54,19806.35,20493.57,20843.97,20881.49,20982.04,21240.33,21707.4,22168.21,22674.58,23194.87,24108.46,24710.14,25451.2,25944.76,26125.27,25837.79,26392.23,27190,27573.25,28244.18,29027.15,29800.46,30831.88,31368.81,31515.77,31576.44,32140.71,32524.21,33423.21,34252.86,34222.37,32558.92,33182.33,33674.21,33302.71,33141.77,33525.36,34152.46,34713.76,35545.29,36185.55,36611.05,34258.61,36067.11,37322.68,37598.83,37995.44,38618.26,39214.8,39768.86,40299.07,40838.17,41360.54,41850.91,42347.26,42849.67,
European Union 15,16998.48,17491.31,18200.79,19205.85,19514.01,19282.63,20096.17,20593.2,21197.35,21943.76,22162.09,22152.93,22332.39,22724.56,23244.91,23821.28,24404.18,25078.56,26101.38,26935.35,27594.19,27980.81,28165.51,27990.24,28666.1,29281.09,29726.33,30499.17,31369.63,32238.51,33332.73,33930.3,34161.52,34376.52,34994.03,35483.35,36412.06,37212.46,37083.36,35300.09,35963.29,36453.12,36176.25,36153.13,36632.92,37323.89,37912.55,38721.63,39325.54,39753.52,36861.87,38907.86,40255.26,40446.76,40785.23,41371.38,41956.1,42505.85,43034.81,43572.27,44095,44576.65,45063.62,45555.97,
Belgium and Luxembourg,18404.22,19050.4,19992.91,21222.63,22112.29,21548.14,22685.84,22814.53,23459.68,23989.18,24977.11,24887.38,25032.75,25150.85,25825.87,26260.64,26856.96,27476.02,28792.86,29756.67,30628.15,31226.83,31570.85,31261.11,32153.01,32774.25,33117.23,34341.1,35058.38,36367.91,37749.64,38094.6,38683.32,38934.01,40137,40866.29,41734.21,43145.89,42906.77,41585.93,42495.32,42845.35,42711.18,42671.63,43095.79,43709.8,44145.73,44638.23,45051.01,45406.03,42918.88,45255.8,46338.77,46517.54,46823.84,47486.04,47990.44,48497.87,49059.25,49626.94,50203.76,50698.95,51198.89,51703.63,
Austria,18094.71,18935.56,19994.51,20856.46,21641.78,21620.35,22650.21,23791.7,23760.81,25076.31,25510.48,25422.5,25899.62,26746.33,26755.66,27403.73,28003.04,28343.16,29196.84,30220.13,31145.12,31823.62,32093.55,31965.26,32574.32,33360.73,34087.71,34762.45,35968.46,37176.13,38339.98,38691.57,39154.79,39342.61,40186.06,40833.78,42054.38,43479.24,43971.46,42207.33,42883.82,43995.62,44097.7,43853.31,43870.76,44061.55,44740.55,45627.53,46526.7,47091.08,43854.59,45779.75,47907.36,47991.71,48374.09,48990.41,49664.36,50308.06,50960.11,51672.13,52394.09,53021.57,53656.56,54299.15, 
Belgium,17876.7,18522.54,19429.9,20607.67,21483.6,21003.19,22153.8,22268.01,22882.44,23400.28,24416.37,24334.34,24469.44,24547.69,25153.69,25561.66,26018.09,26595.58,27812.86,28622.24,29426.62,29860.67,30193.59,29785.14,30632.44,31262.44,31602.52,32734.34,33320.21,34437.88,35620.51,35911.39,36404.35,36631.48,37777.54,38448.59,39181.57,40336.47,40203.58,39081.18,39874.61,40192.13,40139.26,39998.22,40309.09,40811.62,41106.01,41596.2,41930.76,42244.01,39729.59,41974.12,43086.67,43327.11,43621.98,44280.34,44769.5,45259.52,45800.46,46347.88,46901.84,47368.99,47840.79,48317.29, 
Denmark,26927.96,27545.07,28464.14,29450.6,28984.78,28480.36,30091.97,30559.46,31142.93,32268.53,32073.64,31869.04,33067.57,33949.33,35382.23,36783.94,38536.32,38585.4,38561.41,38786.94,39295.13,39739.2,40383.38,40255.42,42261.78,43316.55,44323.2,45581.54,46424.75,47637.34,49262.22,49492.89,49566.93,49630.62,50827.7,51873.42,53727.73,53967.87,53366.08,50469.91,51179.95,51645.48,51558.74,51811.13,52370.14,53210.39,54505.15,55229.23,56199.8,57215.52,55809.78,58264.03,60222.66,60469.59,60994.64,61898.1,62869.46,63808.74,64698.5,65536.23,66319.54,67245.23,68183.85,69135.57, 
Finland,17121.61,17503.05,18745.09,19940.65,20478.54,20755.83,20764.61,20756.2,21300.97,22759.77,23911.81,24123.48,24734.25,25353.44,26034.92,26848.77,27500.96,28401.14,29792.91,31208.67,31266.9,29265.87,28148.75,27831.15,28813.72,29919.48,30921.88,32790.28,34495.14,35928.34,37925.42,38827.18,39395.71,40089.55,41569.38,42579.51,44126.22,46269.3,46416.12,42464.12,43616.84,44520.05,43689.16,43096.04,42749.81,42805.08,43795.09,44986.42,45562.66,45862.57,44655.54,45883.23,46677.28,46457.71,46737.98,47294.86,47772.04,48297,48875.99,49510.74,50203.2,50956.25,51720.59,52496.4, 
France,17520.39,18271,18927.98,19962.99,20682.81,20383.08,21190.5,21835.66,22610.77,23312.6,23561.57,23688.26,24150.33,24347.03,24574.85,24864.12,25338.39,25866.02,26965.82,27860.2,28502.44,28629.51,28915.06,28580.9,29117.52,29594.31,29876.68,30437.54,31385.31,32303.82,33395.88,33864.55,34051.39,34139.8,34900.58,35266.5,35904.18,36546.7,36430.27,35186.44,35673.02,36256.88,36184.99,36216.44,36393.11,36635.16,36880,37574.06,38102.49,38537.77,35370.05,37637.68,38473.9,38585.93,38758.68,39230.24,39607.13,39962.53,40321.11,40682.92,41047.97,41375.37,41705.38,42038.03, 
Germany,17952.36,18379.7,19081.84,19934.43,20107.81,20005.43,21098.35,21843.11,22527.55,23457.95,23722.62,23816.56,23742.68,24181.95,24949.62,25586.47,26162.1,26527.29,27400.62,28245.92,29454.78,30725.68,31079.7,30572.57,31197.32,31583.21,31750.35,32269.22,32915.69,33517.56,34442.26,34968.71,34841,34573.06,34991.8,35264.83,36651.41,37795.37,38238.8,36160.6,37760.91,39325.84,39571.45,39818.58,40780.49,41562.98,42559.11,43682.95,44429.97,44765.27,42940.64,44097.7,44980.07,45112.18,45660.91,46434.03,47276.54,48033.73,48754.95,49536.59,50281.13,50986.48,51701.72,52427, 
Greece,10758.53,11551.9,12643.14,13604.35,12681.69,13363.08,14090.79,14285.03,15122.88,15425.71,15378.37,15004.3,14733.72,14480.95,14688.42,14988,15008.72,14621.75,15221.64,15709.42,15541.33,15818.47,15786.94,15427.55,15644.28,15885.51,16255.21,16885.5,17428.54,17882.06,18492.67,19138.55,19841.52,21010.6,22094.25,22244.48,23512.31,24289.89,24177.34,23076.31,21783.65,19834.27,18502.78,18028.09,18281.04,18324.8,18331.12,18617.42,19029.39,19441.21,17803.94,19309.62,20550.55,21101.12,21568.34,22217.9,22693.76,23172.24,23637.55,24088.47,24523.8,24892.77,25267.28,25647.43, 
Ireland,12105.08,12406.52,13010.3,13408.23,13751.24,14286.29,14258.92,15221.8,16108.48,16336.32,16676.96,17019.33,17224.88,17065.11,17682.03,18170.99,18090.6,18937.39,19983.58,21244.12,23075.6,23370.52,23968.63,24472.4,25757.23,28095.42,29993.49,32856.85,35264.39,38484.8,41598.3,43222.92,45078.28,45638.47,47646.53,49066.86,50240.83,51587.38,48210.18,45139.11,45529.45,45215.75,44827.86,44920.51,48191.26,59583.33,61024.19,65228.23,69770.06,72854.27,76177.91,85541.13,95039.34,95688.78,97605.02,98718.88,99830.08,101018.53,102221.13,103438.05,104669.45,105915.52,107176.42,108452.33, 
Italy,15776.98,15961.38,16440.82,17473.75,18291.49,17797.78,18974.9,19384.13,19947.83,21088.72,21779.79,21943.74,22022.85,22244.45,22936.28,23565.18,24239.42,25016.4,26065.2,26948.28,27482.4,27904.57,28041.34,27715.7,28256.67,29023.46,29334.02,29825.77,30326.7,30772.41,31866.54,32406.12,32406.93,32307.6,32555.47,32642.82,33095.56,33388.39,32811.54,30888.45,31269.04,31351.98,30296.04,29631.35,29534.97,29680.64,29990.64,30429.93,30621.69,30672.51,27949.23,29964.67,31162.81,31553.59,31769.12,32161.6,32552.74,32910.82,33207.02,33472.67,33706.98,33942.93,34180.53,34419.79, 
Luxembourg,33394.26,33961.94,35764.12,38311.52,39408.11,36418.42,37155.06,37665.23,39129.71,39948.25,40129.4,39799.09,40214.33,41397.47,43912.26,45027.89,49275.16,50858.04,54580.16,59611.03,61906.06,66530.13,66823.2,68662.38,70284.45,70255.86,70226.31,73275.39,76706,82050.94,87584.41,88723.17,91156.88,91528.6,93503.5,95012.27,98358.8,104950.96,101781.3,95567.07,98411.82,98720.39,96064.68,97309.28,99214.14,101261.3,103704.23,103460.57,104625.52,105046.51,102372.65,105744.73,105632.05,104077.46,104006.5,104180.03,104420.19,104729.13,105142.66,105557.84,106079.37,106603.48,107130.17,107659.48, 
Netherlands,21347.2,21996.44,22541.39,23576.71,24203.27,24003.19,24860.86,25334.7,25862.99,26208.07,26344.86,25950.62,25512.88,25946.16,26631.65,27185.38,27788.3,28144.28,28923.24,30023.44,31063.71,31578.11,31887.2,32074.32,32792.78,33645.4,34668.14,35991.06,37442.08,39071.33,40428.82,41068.92,40906.64,40790.57,41473.07,42238.57,43643.3,45205.18,46020.12,44116.59,44483.91,44957.22,44289.5,44036,44471.45,45153.96,45956.33,47108.36,48145.83,48832.39,46754.02,48846,50867.3,50956.62,51370.8,52227.42,52917.89,53603.77,54298.53,55002.3,55715.19,56326.23,56943.96,57568.47, 
Portugal,7347.74,7881.86,8532.63,9482.53,9461.93,8749.75,9148.51,9620.44,9854.45,10382.54,10799.9,10894.12,11115.95,11082.55,10859.74,11151.31,11601.1,12331.61,13248.02,14097.68,14655.28,15301.13,15454.33,15077.57,15132.18,15720.91,16216.43,16835.91,17527.32,18097.2,18657.82,18888.46,18931.54,18683.31,18969.77,19082.9,19358.3,19789.31,19808.54,19171.97,19496.23,19193.51,18488.96,18418.34,18665.03,19079.01,19525.34,20269.05,20860.79,21369.14,19645.57,20775.96,22220.79,22828.89,23296.65,24070.03,24596.49,25088.91,25540.96,25950.03,26313.69,26629.77,26949.65,27273.37, 
Spain,11410.69,11829.98,12676.17,13536.54,14155.9,14080.88,14371.01,14599.58,14643.57,14516.17,14722.67,14600.95,14692.45,14873.87,15068.81,15349.8,15778.47,16579.55,17346.91,18109.75,18729.48,19152.48,19285.97,19045.98,19465.41,19973.58,20476.22,21188.26,22042.36,22914.68,23916.21,24579.54,24891.38,25220.88,25597.71,26105.03,26731.15,27217,27040.55,25806.61,25731.56,25386.18,24483.97,23965.66,24110.33,24822.75,25355.41,26062.46,26658.53,27178.58,23983,25273.59,26617.38,27144.12,27493.3,28042.63,28642.35,29157.4,29623.45,30096.96,30547.96,30975.2,31408.42,31847.7, 
Sweden,24388.29,24449.88,24935.68,25878.99,26628.81,27201.92,27390.3,26857.25,27247.98,28233.09,28655.17,28750.87,29093.17,29632.72,30835.72,31450.18,32189.77,33121.88,33777.22,34442.39,34401.57,33743.31,33158.21,32286.59,33319.08,34449.27,34936.93,35987.89,37518.27,39080.55,40876.44,41357.92,42129.39,42942.61,44629.62,45722.06,47585.93,48860.52,48264.06,45778.3,48092.05,49257.4,48610.4,48809.83,49713.29,51532.71,52179.24,53102.62,53719.23,53944.79,52328.79,54768,55975.92,55126.64,55369.71,56106.43,56902.01,57694.68,58440.98,59197.68,59905.23,60621.22,61345.78,62079, 
United Kingdom,19195.86,19770.88,20562.05,21852.45,21304.24,20993.65,21608.08,22149.79,23085.96,23925.47,23403.66,23191.05,23675.47,24660.18,25188.21,26163.84,26908.74,28272.12,29804.48,30489.66,30628.08,30204.51,30240.39,30929.95,32035.66,32744.46,33469.55,34670.9,35820.52,36904.31,38024.25,39000.41,39755.07,40909.13,41669.01,42737.8,43669.95,44437.45,44029.76,41918.55,42494.77,42908.44,43302.13,43985.5,44886.43,45696.25,46325.41,46956.03,47340.59,47764.14,42229.63,45170.94,46765.45,46640.55,46715.26,47084.93,47552.15,48025.78,48504.12,48987.23,49475.15,49869.38,50266.74,50667.27, 
Recently acceded countries,2876.19,3765.24,3929.44,4379.68,4608.33,4858.3,5117.39,5389.36,5620.26,5807.73,6038.55,5919.1,5940.75,6154.34,6400.03,6512.34,6685.73,6832.08,7019.46,6827.51,6532.62,5887.25,5629.54,5703.98,5913.5,6371.3,6666.48,6836.98,7038.58,7190.78,7494.12,7733.04,8023.57,8366.07,8868.83,9326.41,9951.36,10595.08,11013,10631.21,10807.01,11170.86,11271.12,11421.14,11784.62,12272.92,12683.19,13322.69,13946.45,14497.86,14059.33,15009.79,15728.89,15908.29,16444.18,17059.21,17656.28,18236.85,18800.67,19366.04,19915.05,20455.06,21009.83,21579.77,
Bulgaria,,,,,,,,,,,3368.63,3523.37,3596.44,3712.22,3830.57,3926.63,4084.9,4325.86,4793.93,4632.07,4255.2,3949.86,3710.78,3749.67,3853.77,4001.87,4248.51,3682.75,3880.49,3590.01,3790.15,3965.76,4235.71,4489.4,4814.2,5195.54,5587.63,5992.8,6395.09,6207.26,6273.77,6456.71,6517.13,6574.47,6735.89,7044.87,7356.62,7661.11,7946.94,8267.77,7987.9,8612.67,8998.76,9122.17,9432.2,9810.77,10233.15,10624.75,11009.94,11364.74,11707.74,12061.1,12425.11,12800.12, 
Croatia,4755.56,4987.66,5102.99,5224.38,5346.76,5475.06,5578.04,5962.26,6387.09,6712.28,6981.71,7136.42,7191.65,7418.64,7780.49,8133.58,8163.56,8378.43,8206.21,8368.21,9450.89,7404.75,6610.16,7320.81,7323.51,7376.51,7869.15,8440.26,8658.06,8610.35,8887.72,9126.38,9541.99,10083.43,10501.6,10953.35,11504.64,12119.37,12341.22,11446.73,11304.69,11304.98,11087.07,11063.03,11098.24,11425.09,11882.16,12315.8,12710.22,13148.16,12079.45,13725.39,14664.49,14925.9,15386.22,15848.91,16319.7,16795.35,17267.99,17736.56,18200.03,18693.9,19201.17,19722.21, 
Cyprus,,,,,,4930.47,6041.32,7024.87,7530.67,8212.05,8591.75,8700.63,9120.55,9465.79,10117.95,10436.13,10647.1,11217.49,11992.45,12699.09,13306.32,13034.25,13857.21,13587.4,14051.56,14900.73,14790.83,14913.07,15578.62,16120.2,16843.99,17266.59,17641.15,17769.16,18236.21,18675.71,19171.2,19805.17,20182.79,19449.15,19518.39,19285.22,18332.83,16874.48,16319.1,16632.36,17513.28,18036.99,18531.63,18898.63,17864.48,18838.85,19691.16,19908.68,20250.04,20721.69,21144.93,21543.5,21928.58,22277,22609.16,22946.28,23288.42,23635.66, 
Czech Republic,,7148.55,7341.68,7530.63,7713.97,7900.08,8093.54,8297.24,8511.16,8734.38,8979.09,9248.55,9529.22,9820.9,10122.34,10434.45,10758.56,11088.33,11428.84,11781.66,11616.98,10272.01,10209.54,10205.24,10498.35,11158.33,11643.08,11586.32,11559.19,11736.8,12251.33,12630.54,12857.29,13317.27,13958.9,14842.2,15808.13,16589.08,16887.13,15980.07,16292.84,16547.47,16386.47,16279.46,16693.64,17551.22,17954.18,18712.59,19225.41,19702.54,18603.96,19246.17,19714.53,19722.27,20272.66,20877.1,21452.43,22010.75,22539.54,23035.91,23497.09,23920.46,24351.46,24790.22, 
Estonia,7187.94,7312.21,7452.41,7609.68,7781.85,7966.76,8156.45,8345.27,8542.44,8754.53,8589.6,8647.56,9075.3,9345.04,9534.6,9506.91,9538.26,9795.81,10031.14,10327.38,9614.11,8900.43,7157.84,6712.08,6709.32,7114.97,7563.85,8638.25,9091.94,9128.34,10124.37,10810.25,11631.73,12602.51,13547.03,14929.05,16488.4,17829.16,16981.85,14575.82,15020.71,16208.28,16823.28,17171.3,17785.39,18214.4,18795.84,19988.37,21063.48,22112.23,22150.78,24085.2,23995.14,23852.99,24736.65,25840.36,26773.58,27772.19,28836.04,29969.72,31178.18,32466.79,33808.66,35206, 
Hungary,4329.89,4587.42,4855.6,5172.65,5452.17,5757.35,5929.94,6354.33,6614.41,6775.83,6782.21,6976.8,7178.8,7242.07,7448.81,7444.04,7574.01,7890.57,8190.05,8287.81,8016.1,7581.87,7360,7355.15,7596.54,7721.5,7744.07,8010.7,8346.9,8627.59,9035.52,9419.88,9883.24,10308.11,10826.04,11302.27,11771.16,11813.83,11955.23,11169.12,11260,11483.54,11334.53,11579.1,12089.59,12581.89,12888.32,13479.25,14202.77,14942.91,14273.23,15344.42,16096.81,15990.86,16552.88,16863.27,17213.07,17575.64,17963.85,18360.65,18766.2,19180.72,19604.39,20037.42, 
Latvia,4744.57,5067.78,5284.54,5543.96,5763.46,6111.83,6415.84,6582.3,6762.93,6942.01,7195.72,7463.46,7593.22,7934.83,8332.47,8242.56,8563.98,8690.54,9081.68,9586.35,9328.66,8186.03,5685.32,5105.39,5305.33,4918.28,5100.53,5612.11,6025.89,6246.98,6645.19,7119.04,7691.26,8420.58,9222.22,10322.99,11655.69,12926.67,12624.88,11009.46,10744.73,11633.69,12264.62,12684.17,13066.81,13635.65,14025.92,14712.56,15507.99,16020.52,15828.27,16642.42,17301.73,17611.92,18292.12,19121.02,19844.07,20607.3,21399.89,22222.96,23077.69,23965.29,24887.04,25844.23, 
Lithuania,5512.68,5611.68,5720.89,5839.17,5963.15,6093.95,6229,6368.39,6515.79,6670.28,6827.69,6983.87,7138.76,7293.95,7452.54,7614.54,7779.42,7945.94,8145.73,8381.01,8550.01,8105.88,6466.35,5513.27,5020.59,5104.69,5381.64,5836.57,6276.43,6205.13,6449.84,6898.36,7410.57,8261.3,8907.14,9762.26,10663.57,11994.17,12442.55,10724.23,11129.77,12089.11,12729.22,13315.63,13919.41,14350.27,14872.76,15664.69,16403.61,17225.13,17419.65,18636.11,19191.09,19238.79,19926.71,20659.03,21537.97,22408.2,23245.68,24020.53,24748.43,25423.38,26116.75,26829.02, 
Malta,3227.67,3307.91,3567.21,3687.31,4036.24,4762.18,5546.98,6172.01,6705,7256.98,7403.09,7655.6,7905.05,7954.89,8130.27,8444.76,8780.3,9074.63,9753.64,1070.64,1119.55,1169.72,1252.65,1379.71,1517.15,13642.68,14030.83,14633,15253.14,15851.84,16804.74,16798.31,17194.97,17523.54,17493.67,18048.96,18313.12,18977.29,19486,18864.37,19437.57,19618.97,20014.85,20790.37,22408.16,24583.4,25718.27,27081.9,28765.92,29743.74,26947.32,29891.99,31713.17,32607.52,33651.71,34983.37,36156.41,37128.75,38091.21,39040.64,39974.81,40932.29,41912.71,42916.61, 
Poland,3895.65,4152.37,4312.2,4453.22,4725.68,4958.35,5299.81,5622.62,5874.03,6043.33,5629.42,5022.37,4739.99,4956.64,5189.02,5331.31,5515.32,5588.07,5799.63,5793.12,5104.14,4729.45,4833.56,5001.6,5255.32,5613.04,5948.5,6328.63,6618.31,6926.12,7244.06,7336.46,7489.66,7761.84,8165.77,8454.88,8980.63,9613.56,10017.41,10291.51,10654.81,11184.92,11364.61,11526.68,11917.03,12384.71,12777.06,13424.93,14164.18,14777.15,14504.34,15524.87,16408.88,16578.95,17144.84,17870,18576.21,19247.64,19885.37,20544.22,21183.65,21800.44,22435.19,23088.43, 
Romania,2164.84,2420.32,2652.34,2905.01,3231.63,3528.93,3884.36,4170.06,4438.2,4682.99,4853.89,4831.72,4999.79,5290.14,5594.41,5572.2,5682.6,5708.14,5659.18,5312.23,5045.23,4401.25,4020.41,4087.48,4254.31,4528.59,4719.06,4503.12,4420.8,4411.02,4525.42,4768.33,5051.47,5183.89,5739.15,6020.72,6517.82,7003.32,7670.89,7263.79,6997.11,7155.39,7322.75,7600.3,7881.45,8210.59,8631.3,9275.21,9719.69,10151.94,9937.51,10656.96,11269,11659.88,12116.19,12629.52,13120.33,13609.7,14089.4,14571.81,15040.93,15494.88,15962.53,16444.3, 
Slovakia,,,,6180.92,6310.97,6440.65,6572,6706.13,6845.17,6990.16,7143.37,7294.19,7468.61,7649.09,7840.68,8066.78,8358.3,8519.04,8644.7,8713.39,8037.7,6841.61,6652.16,6752.3,7142.22,7536.55,8018.12,8477.76,8811.5,8793.19,8888.22,9173.46,9585.88,10111.88,10642.48,11343,12303.49,13630.46,14379.75,13582.62,14344.33,14735.56,14999.26,15092.7,15502.3,16245.5,16588.08,17093.81,17762.85,18194.76,17589.52,18132.19,18451.11,18526.91,19018.37,19800.93,20407.98,21001,21569.16,22109.47,22619.01,23163.5,23721.1,24292.12, 
Slovenia,7081.95,7258.16,7443.4,7633.68,7824.71,8025.41,8214.21,8407.83,8606.4,8805.22,8779.68,9020.44,9189.52,9386.47,9585.65,9790.19,9999.42,10235.89,10466.91,10711.78,13654.88,12388.13,11712.86,12041.59,12676.07,13184.9,13576.01,14231.92,14704.53,15497.57,16053.98,16553.24,17122.36,17620.7,18376.87,19041.26,20071.93,21354.41,21901.99,20069.64,20252.35,20385.12,19806.14,19576.13,20098.59,20527.59,21155.78,22167.79,23073.45,23633.19,22470.5,24334.79,25733.6,26044.38,26651.65,27255.97,27894.53,28536.74,29223,29925.76,30645.41,31443.79,32262.97,33103.49, 
Other Europe,18709.36,19305.55,19811.9,20318.55,20589.48,19733.41,19807.03,20271.43,20445.05,20921.49,21792.83,22005.27,21735.29,21966.79,22678.9,23476.11,23955.2,24229.86,24576.85,25784.02,26045.95,25842.19,25882.09,25970.4,26648.68,27130.36,27707.93,28626.33,29449.21,29793.35,30853.75,31407.31,31639.16,31775.24,32822.4,33808.91,34961.73,36258.42,36783.45,35877.75,36468.01,36853.23,37247.88,37718.04,38379.36,38884.96,39412.46,40098.33,40932.14,41311.43,40256.3,41956.62,42987.73,43351.11,43888.64,44527.58,45201.13,45874.84,46561.99,47225.6,47891.15,48557.71,49234.08,49920.45,
Other Western Europe,42080.82,43549.57,44786.47,46022.42,46785.13,44980.99,45485.91,46843,47387.91,48690.75,50695.34,51247.72,50548.75,51129.06,52948.5,54960.9,56113.45,56731.33,57480.88,58909.5,60243.67,59895.46,59994.54,60034.74,61114.16,61814.08,62886.44,64828.58,66464.8,67353.48,69443.33,70212.84,70291.38,70193,72135.65,73884.88,75952.52,78155.3,78445.56,75921.37,76676.05,76921.35,77319.53,77742.16,78734.74,79275.91,79825.46,80774.15,81932.52,82137.7,79610.05,82315.45,83840.09,84066.09,84592.04,85264.32,85967.2,86677.34,87396.59,88059.55,88698.41,89346.11,89998.95,90656.98,
Iceland,17987.75,20140.93,21059.84,22166,23108.75,22969.31,24105.74,26032.55,27381.12,28437.02,29753.66,30667.54,30900.67,29847.66,30761.26,31523.44,33280.1,35876.61,35097.22,34789.61,34923.8,34559.19,33112.01,33257,33834.94,33690.53,35038.46,36757.46,38962.18,40057.91,41455.23,42501.8,42397.86,43049.79,46103.95,48258.82,49615.41,52910.61,52966.27,49207.63,47595.98,48350.42,48720.4,50230.92,50631.76,52389.75,55203.03,57054.5,58579.23,59071.26,54236.67,56034.09,59083.32,60483.29,61060.89,61959.73,62943.85,63942.96,65022.43,66120.13,67303.2,68574.33,69869.47,71189.07, 
Norway,26619.8,27944.9,29210.28,30321.51,31316.16,32686.09,34428.33,35709.56,36949.96,38434.47,40059.98,40560.45,40506.86,41976.92,44392.13,46718.31,48441.39,49060.56,48672.73,48975.46,49735.18,51032.05,52552.49,53726.81,56121.79,58152.71,60767.45,63624.5,64895.89,65747.41,67416.23,68467.56,69084.34,69305.44,71631.2,73011.75,74162.7,75595.54,75013.89,72794.18,72396.24,72161.52,73141.87,72961.31,73499.23,74083.06,74059.63,75002.68,75236.49,75418.26,73402.84,75728.13,77527.27,77978.3,78557.91,79552.71,80462.76,81421.6,82391.87,83210.06,83953.74,84704.82,85462.62,86227.2, 
Switzerland,52431.2,53911.69,55132.11,56463.41,57117.31,53424.61,53258.45,54700.45,54784.2,55987.61,58248.73,58805.12,57646.41,57715,59184.88,61034.32,61791.34,62323.47,63839.68,66011.48,67699.86,66289.71,65545.8,64875.58,65173.76,65092.05,65219.93,66622.13,68472.57,69388.27,71775.55,72369.84,72128.11,71806,73473.12,75447.85,78137.99,80801.21,81658.75,78990.75,80560.19,81086.48,81122.88,81896.72,83220.94,83704.32,84548.14,85480.71,87237.95,87460.49,84707.32,87708.04,88999.2,89037.46,89534.05,89992.73,90554.25,91094.33,91637.64,92184.19,92733.99,93287.08,93843.46,94403.16, 
Other Central Europe,2236.52,2266.5,2301.07,2340.79,2378.07,2416,2455.03,2494.57,2537.25,2580.25,2637.31,2689.27,2737.39,2782.49,2821.54,2870.46,2933.72,2978.94,3024.19,4044.59,3508.86,3091.63,2441.47,1954.71,1983.56,2118.34,2377.01,2554.58,2709.16,2658.98,2815.46,2969.73,3129.92,3263.67,3504.12,3722.72,3928.67,4185.07,4439.66,4373.5,4445.28,4536.94,4527.72,4647.98,4659.74,4777.5,4939.09,5055.68,5266.13,5458.81,5346.17,5763.51,5956.31,6072.02,6256.2,6499.76,6780.25,7057.8,7337.06,7620.53,7911.38,8207.71,8515.31,8834.64,
Albania,1498.2,1521.38,1544.11,1583.67,1609.92,1638.07,1666.79,1693.22,1728.62,1759.8,1740.98,1805.29,1821.2,1804.19,1745.51,1740.12,1802.41,1753.39,1694.59,1826.94,1626.99,1194.92,1148.4,1260.53,1345.5,1502.06,1615.51,1429.36,1561.69,1777.07,1918.01,2097.17,2213.59,2357.59,2507.11,2664.22,2839.01,3023.07,3257.92,3368.85,3488.57,3568.14,3608.85,3634.67,3688.38,3758.93,3871.63,4006.44,4157.2,4237.37,4086.82,4440.16,4644.78,4755.9,4904.18,5092.92,5306.12,5486.35,5639.97,5786.61,5931.42,6079.85,6232,6387.96, 
